,cik,name,ticker,exchange,market_cap
2236,1473490,"Global AI, Inc.",GLAI,OTC,94875040
2237,1788028,"Jasper Therapeutics, Inc.",JSPR,Nasdaq,44914384
2238,717806,"FIRST US BANCSHARES, INC.",FUSB,Nasdaq,80159744
2239,716643,REGIS CORP,RGS,Nasdaq,64005348
2240,1556727,First Northwest Bancorp,FNWB,Nasdaq,82660968
2241,1979005,"Aimei Health Technology Co., Ltd.",AFJK,Nasdaq,62747764
2242,1266806,"Vivani Medical, Inc.",VANI,Nasdaq,99944560
2243,1720580,"Adicet Bio, Inc.",ACET,Nasdaq,101593120
2244,1891944,Primech Holdings Ltd,PMEC,Nasdaq,34576188
2245,839470,"WESTWATER RESOURCES, INC.",WWR,NYSE,90537376
2246,1619096,Summit Networks Inc.,SNTW,OTC,17696512
2247,1979332,"Central Plains Bancshares, Inc.",CPBI,Nasdaq,66580916
2248,1829280,Forian Inc.,FORA,Nasdaq,66875912
2249,1413855,AIFU Inc.,AIFU,Nasdaq,53481084
2250,2029039,Nasus Pharma Ltd,NSRX,NYSE,71571112
2251,1807389,"Pop Culture Group Co., Ltd",CPOP,Nasdaq,49163424
2252,1859199,reAlpha Tech Corp.,AIRE,Nasdaq,62539240
2253,353184,AIR T INC,AIRT,Nasdaq,56755420
2254,1561921,"TELA Bio, Inc.",TELA,Nasdaq,39240084
2255,1873835,"Immix Biopharma, Inc.",IMMX,Nasdaq,122055568
2256,868822,Canagold Resources Ltd.,CRCUF,OTC,62027428
2257,1805833,"System1, Inc.",SST,NYSE,37192292
2258,1868395,Planet Image International Ltd,YIBO,Nasdaq,70411712
2259,1866501,Wallbox N.V.,WBX,NYSE,62091468
2260,1131554,SYNCHRONOSS TECHNOLOGIES INC,SNCR,Nasdaq,58020480
2261,1276531,"SCIENTIFIC ENERGY, INC",SCGY,OTC,67414408
2262,1127537,Pulmonx Corp,LUNG,Nasdaq,62489252
2263,1714562,"GameSquare Holdings, Inc.",GAME,Nasdaq,48383664
2264,1823466,"FiscalNote Holdings, Inc.",NOTE,NYSE,39353288
2265,1799448,"Aligos Therapeutics, Inc.",ALGS,Nasdaq,38521424
2266,1495231,"IZEA Worldwide, Inc.",IZEA,Nasdaq,84540032
2267,1001171,BROADWAY FINANCIAL CORP DE,BYFC,Nasdaq,57842268
2268,1785424,"Katapult Holdings, Inc.",KPLT,Nasdaq,28359642
2269,1230058,KAANAPALI LAND LLC,KANP,OTC,53778392
2270,2035016,Ribbon Acquisition Corp.,RIBB,Nasdaq,66641000
2271,2011053,POWERBANK Corp,SUUN,Nasdaq,60008000
2272,1790538,Scottie Resources Corp.,SCTSF,OTC,58845872
2273,1173204,Cineverse Corp.,CNVS,Nasdaq,47811016
2274,1836295,RetinalGenix Technologies Inc.,RTGN,OTC,59535872
2275,71557,"Nuvera Communications, Inc.",NUVR,OTC,62584176
2276,1085243,"VirTra, Inc",VTSI,Nasdaq,54807944
2277,894556,"General Enterprise Ventures, Inc.",GEVI,OTC,92062192
2278,1944552,Adlai Nortye Ltd.,ANL,Nasdaq,55534904
2279,1509397,Lion One Metals Ltd.,LOMLF,OTC,74239752
2280,1819411,"Gain Therapeutics, Inc.",GANX,Nasdaq,106512296
2281,1843724,"LanzaTech Global, Inc.",LNZA,Nasdaq,38511320
2282,1632121,"Balance Labs, Inc.",BLNC,OTC,34028180
2283,1819258,Fitzroy Minerals Inc.,FTZFF,OTC,76915560
2284,2028336,"New ERA Energy & Digital, Inc.",NUAI,Nasdaq,217538144
2285,2014254,FST Corp.,KBSX,Nasdaq,66253688
2286,1522767,MARIMED INC.,MRMD,OTC,35951700
2287,1784970,Next Technology Holding Inc.,NXTT,Nasdaq,61206496
2288,27367,DAXOR CORP,DXR,Nasdaq,63800988
2289,847411,MFS INVESTMENT GRADE MUNICIPAL TRUST,CXH,NYSE,65675756
2290,1490596,GoviEx Uranium Inc.,GVXXF,OTC,37816304
2291,1371782,MV Oil Trust,MVO,NYSE,47610000
2292,1840780,Local Bounti Corporation/DE,LOCL,NYSE,50219232
2293,1807765,PMV Consumer Acquisition Corp.,PMVC,OTC,64344168
2294,926423,"MIND TECHNOLOGY, INC",MIND,Nasdaq,94118864
2295,1945422,Oak Woods Acquisition Corp,OAKU,Nasdaq,65314628
2296,1828972,"BuzzFeed, Inc.",BZFD,Nasdaq,36463716
2297,101984,UNIVERSAL ELECTRONICS INC,UEIC,Nasdaq,39532932
2298,1738699,Wisekey International Holding S.A.,WKEY,Nasdaq,119288496
2299,1795091,OS Therapies Inc,OSTX,NYSE,61025780
2300,946936,DESWELL INDUSTRIES INC,DSWL,Nasdaq,54976576
2301,1460329,"Fluent, Inc.",FLNT,Nasdaq,53859084
2302,1868640,Roadzen Inc.,RDZN,Nasdaq,103769696
2303,1442620,"Recon Technology, Ltd",RCON,Nasdaq,42112712
2304,1290900,"Commercial Vehicle Group, Inc.",CVGI,Nasdaq,57300952
2305,1482554,"Hartford Creative Group, Inc.",HFUS,OTC,50554548
2306,1679628,"JUPITER NEUROSCIENCES, INC.",JUNS,Nasdaq,45098524
2307,2026353,"Aether Holdings, Inc.",ATHR,Nasdaq,70792448
2308,1847846,EUDA Health Holdings Ltd,EUDA,Nasdaq,116325008
2309,1713210,Agape ATP Corp,ATPC,Nasdaq,69002424
2310,1644771,"RiverNorth Capital & Income Fund, Inc.",RSF,NYSE,61761200
2311,1553643,"RELMADA THERAPEUTICS, INC.",RLMD,Nasdaq,288201152
2312,1080340,"MANHATTAN BRIDGE CAPITAL, INC",LOAN,Nasdaq,56392548
2313,8504,AgEagle Aerial Systems Inc.,UAVS,NYSE,44172552
2314,1937441,Ambipar Emergency Response,AMBI,NYSE,29909948
2315,912967,FIRST BANCSHARES INC /MO/,FBSI,OTC,74363592
2316,1974044,MoneyHero Ltd,MNY,Nasdaq,55820392
2317,1360565,"Where Food Comes From, Inc.",WFCF,Nasdaq,61087840
2318,1840229,"MiNK Therapeutics, Inc.",INKT,Nasdaq,57237640
2319,1439725,BIODESIX INC,BDSX,Nasdaq,61338332
2320,1736730,Camp4 Therapeutics Corp,CAMP,Nasdaq,196431968
2321,2046656,Happy City Holdings Ltd,HCHL,Nasdaq,63783840
2322,1771885,Quantum Biopharma Ltd.,QNTM,Nasdaq,33281308
2323,1650696,"Laird Superfood, Inc.",LSF,NYSE,27330794
2324,2033377,Mega Fortune Co Ltd,MGRT,Nasdaq,80025000
2325,1226616,MEDICINOVA INC,MNOV,Nasdaq,74275640
2326,1039280,NETSOL TECHNOLOGIES INC,NTWK,Nasdaq,34401992
2327,1999297,Big Tree Cloud Holdings Ltd,DSY,Nasdaq,48526116
2328,1888525,U-BX Technology Ltd.,UBXG,Nasdaq,65659052
2329,1841761,"Grove Collaborative Holdings, Inc.",GROV,NYSE,54957260
2330,1643154,"iANTHUS CAPITAL HOLDINGS, INC.",ITHUF,OTC,33692168
2331,1671284,"NeueHealth, Inc.",NEUE,NYSE,60940692
2332,2051587,BEST SPAC I Acquisition Corp.,BSAA,Nasdaq,60847452
2333,1881592,"NSTS Bancorp, Inc.",NSTS,Nasdaq,57472248
2334,1520048,Permianville Royalty Trust,PVL,NYSE,60390000
2335,1822791,Clene Inc.,CLNN,Nasdaq,70489792
2336,1828185,Barinthus Biotherapeutics plc.,BRNS,Nasdaq,32664282
2337,1796898,"Maxeon Solar Technologies, Ltd.",MAXN,Nasdaq,57571384
2338,1600983,"Knightscope, Inc.",KSCP,Nasdaq,50813860
2339,1357874,PRECISION BIOSCIENCES INC,DTIL,Nasdaq,75828616
2340,1082324,VirnetX Holding Corp,VHC,Nasdaq,96099344
2341,1851909,Compass Digital Acquisition Corp.,CDAQF,OTC,59630868
2342,838131,Nuveen Multi-Market Income Fund,JMM,NYSE,58273884
2343,1746119,Vanguard Green Investment Ltd,VGES,OTC,17830452
2344,849145,Heritage Global Inc.,HGBL,Nasdaq,43440836
2345,8177,ATLANTIC AMERICAN CORP,AAME,Nasdaq,61599628
2346,1753162,Fathom Holdings Inc.,FTHM,Nasdaq,34714268
2347,1776738,Cannabist Co Holdings Inc.,CBSTF,OTC,26205634
2348,1809158,Kuke Music Holding Ltd,KUKE,NYSE,131017104
2349,1459188,Charging Robotics Inc.,CHEV,OTC,58129784
2350,1931055,Medinotec Inc.,MDNC,OTC,58777500
2351,1785680,Santech Holdings Ltd,STEC,Nasdaq,68460000
2352,1838716,Genenta Science S.p.A.,GNTA,Nasdaq,49910556
2353,1519472,"SolarMax Technology, Inc.",SMXT,Nasdaq,52418640
2354,1175151,Cytosorbents Corp,CTSO,Nasdaq,38824452
2355,1487197,BARFRESH FOOD GROUP INC.,BRFH,Nasdaq,45728040
2356,1095146,Athena Bitcoin Global,ABIT,OTC,57330136
2357,1866816,"SYNTEC OPTICS HOLDINGS, INC.",OPTX,Nasdaq,70148424
2358,1532383,VANJIA CORP,VNJA,OTC,54000000
2359,1833498,"Spectral AI, Inc.",MDAI,Nasdaq,49102236
2360,1778940,Norsemont Mining Inc.,NRRSF,OTC,56399160
2361,1752828,Celularity Inc,CELU,Nasdaq,43607384
2362,1868573,APx Acquisition Corp. I,APXIF,OTC,57507416
2363,1781174,"Acrivon Therapeutics, Inc.",ACRV,Nasdaq,65742292
2364,1045742,LIVE VENTURES Inc,LIVE,Nasdaq,34894012
2365,1665300,"Phunware, Inc.",PHUN,Nasdaq,45219612
2366,87050,Neonode Inc.,NEON,Nasdaq,37258088
2367,1913749,Global Mofy AI Ltd,GMM,Nasdaq,47900248
2368,1779372,"HeartBeam, Inc.",BEAT,Nasdaq,53697636
2369,1031235,"Global Self Storage, Inc.",SELF,Nasdaq,57028732
2370,1657800,ESGold Corp.,ESAUF,OTC,50727028
2371,1549145,"BLUE BIOFUELS, INC.",BIOF,OTC,56830200
2372,1635729,Altamira Gold Corp.,EQTRF,OTC,51912416
2373,1541190,SKYHARBOUR RESOURCES LTD,SYHBF,OTC,51114044
2374,1495320,"Vera Bradley, Inc.",VRA,Nasdaq,71098448
2375,1696355,Bright Scholar Education Holdings Ltd,BEDU,NYSE,63191668
2376,1738906,"111, Inc.",YI,Nasdaq,34626404
2377,2044327,C1 Fund Inc.,CFND,NYSE,43577356
2378,1711754,"Inmune Bio, Inc.",INMB,Nasdaq,38548624
2379,811641,IMMUCELL CORP /DE/,ICCC,Nasdaq,49752180
2380,799165,DAWSON GEOPHYSICAL CO,DWSN,Nasdaq,62120436
2381,1807887,Laser Photonics Corp,LASE,Nasdaq,65233920
2382,1494891,"Sensus Healthcare, Inc.",SRTS,Nasdaq,72829360
2383,12040,FLANIGANS ENTERPRISES INC,BDL,NYSE,58547380
2384,1760903,"Safety Shot, Inc.",SHOT,Nasdaq,67153728
2385,880242,"BIOLARGO, INC.",BLGO,OTC,52280948
2386,1645460,"Cue Biopharma, Inc.",CUE,Nasdaq,46914424
2387,810332,MESA AIR GROUP INC,MESA,Nasdaq,64076184
2388,723603,CULP INC,CULP,NYSE,48908588
2389,1524025,"TILLY'S, INC.",TLYS,NYSE,40834720
2390,1503802,Karyopharm Therapeutics Inc.,KPTI,Nasdaq,93440512
2391,1930459,Pampa Metals Corp,PMMCF,OTC,62514964
2392,1940941,mF International Ltd,MFI,Nasdaq,36607744
2393,1530185,"Ameritek Ventures, Inc.",ATVK,OTC,72702864
2394,1849867,"Catalyst Bancorp, Inc.",CLST,Nasdaq,60994252
2395,1993463,"YSX Tech Co., Ltd",YSXT,Nasdaq,58593752
2396,1882781,"C2 Blockchain, Inc.",CBLO,OTC,56885404
2397,1328792,TECHPRECISION CORP,TPCS,Nasdaq,44787280
2398,1943802,"First Seacoast Bancorp, Inc.",FSEA,Nasdaq,54219972
2399,1544400,NFiniTi inc.,NFTN,OTC,190902944
2400,831378,LVPAI GROUP Ltd,LVPA,OTC,101104136
2401,1917599,Endeavor Bancorp,EDVR,OTC,56315900
2402,1933021,Plutus Financial Group Ltd,PLUT,Nasdaq,54492500
2403,1392694,"SurgePays, Inc.",SURG,Nasdaq,40754008
2404,1140215,"REED'S, INC.",REED,OTC,66285804
2405,1698022,"Farmers & Merchants Bancshares, Inc.",FMFG,OTC,54065540
2406,1995116,Rectitude Holdings Ltd.,RECT,Nasdaq,29384250
2407,1009759,"Capstone Green Energy Holdings, Inc.",CGEH,OTC,54252588
2408,829323,"Inuvo, Inc.",INUV,NYSE,37244216
2409,943535,"WORLD HEALTH ENERGY HOLDINGS, INC.",WHEN,OTC,106166872
2410,1682220,Sachem Capital Corp.,SACH,NYSE,50314128
2411,2000230,BrilliA Inc,BRIA,NYSE,46000000
2412,806172,SONO TEK CORP,SOTK,Nasdaq,70838856
2413,1611842,PolyPid Ltd.,PYPD,Nasdaq,55799176
2414,1742341,HiTek Global Inc.,HKIT,Nasdaq,64165608
2415,1878313,"MAIA Biotechnology, Inc.",MAIA,NYSE,37587792
2416,1141197,PEDEVCO CORP,PED,NYSE,52763784
2417,814676,CPS TECHNOLOGIES CORP/DE/,CPSH,Nasdaq,60590160
2418,1751707,OZ VISION INC.,UNXP,OTC,35247544
2419,1934945,Trailblazer Merger Corp I,TBMC,Nasdaq,52504684
2420,889353,Sentinel Holdings Ltd.,SNTL,OTC,57932232
2421,1509223,"Moatable, Inc.",MTBLY,OTC,50335644
2422,1983550,Trident Digital Tech Holdings Ltd,TDTH,Nasdaq,69609832
2423,1040161,"PIXELWORKS, INC",PXLW,Nasdaq,39082916
2424,1778028,"VEXT SCIENCE, INC.",VEXTF,OTC,49455392
2425,1901336,Alchemy Investments Acquisition Corp 1,ALCY,Nasdaq,53700508
2426,1993431,Micropolis Holding Co,MCRP,NYSE,45354980
2427,863900,MEXICO EQUITY & INCOME FUND INC,MXE,NYSE,52186476
2428,1491419,"LiveOne, Inc.",LVO,Nasdaq,50724160
2429,2000410,Eureka Acquisition Corp,EURK,Nasdaq,52117916
2430,1040130,PETMED EXPRESS INC,PETS,Nasdaq,42451432
2431,1995075,Megan Holdings Ltd.,MGN,Nasdaq,26000000
2432,1504379,Caesarstone Ltd.,CSTE,Nasdaq,33879848
2433,1437283,"REGO PAYMENT ARCHITECTURES, INC.",RPMT,OTC,51774280
2434,1081745,"INTELLINETICS, INC.",INLX,NYSE,40184452
2435,1941131,TORO CORP.,TORO,Nasdaq,72097856
2436,1319183,FIRST TRUST MORTGAGE INCOME FUND,FMY,NYSE,50838396
2437,2024668,Simply Better Brands Corp.,TRBRF,OTC,78270136
2438,1997296,Medicus Pharma Ltd.,MDCX,Nasdaq,46881692
2439,1941158,Webus International Ltd.,WETO,Nasdaq,21476400
2440,1889450,FutureTech II Acquisition Corp.,FTII,OTC,51565320
2441,1720893,"BioXcel Therapeutics, Inc.",BTAI,Nasdaq,32024284
2442,1939479,USPACE Technology Group Limited/ADR,USPCY,OTC,55574808
2443,1946021,Horizon Space Acquisition I Corp.,HSPO,Nasdaq,53568296
2444,1869601,Embrace Change Acquisition Corp.,EMCGF,OTC,51234472
2445,1839154,Nevada King Gold Corp.,NKGFF,OTC,41137196
2446,1737339,Aurora Mobile Ltd,JG,Nasdaq,38869180
2447,72633,NORTH EUROPEAN OIL ROYALTY TRUST,NRT,NYSE,58159892
2448,1660334,Verrica Pharmaceuticals Inc.,VRCA,Nasdaq,36366204
2449,793524,RESEARCH FRONTIERS INC,REFR,Nasdaq,62249208
2450,1388320,"Actinium Pharmaceuticals, Inc.",ATNM,NYSE,38682908
2451,1015739,AWARE INC /MA/,AWRE,Nasdaq,51510608
2452,912061,NATURAL HEALTH TRENDS CORP,NHTC,Nasdaq,41101676
2453,884269,ALPHA PRO TECH LTD,APT,NYSE,44962672
2454,1708599,"Serina Therapeutics, Inc.",SER,NYSE,41305752
2455,1538495,"Earth Science Tech, Inc.",ETST,OTC,45509248
2456,930245,Agassi Sports Entertainment Corp.,AASP,OTC,58710336
2457,1872090,YXT.COM GROUP HOLDING Ltd,YXT,Nasdaq,44768712
2458,921299,FIBROGEN INC,FGEN,Nasdaq,36692184
2459,1855467,"MOBIX LABS, INC",MOBX,Nasdaq,35702680
2460,707605,AMERISERV FINANCIAL INC /PA/,ASRV,Nasdaq,51044532
2461,1367993,"Holistic Asset Finance Group Co., Ltd.",HAFG,OTC,40825504
2462,1272842,AIRGAIN INC,AIRG,Nasdaq,39518904
2463,1862463,"ALPHA MODUS HOLDINGS, INC.",AMOD,Nasdaq,40688572
2464,2014955,Smart Digital Group Ltd,SDM,Nasdaq,49441252
2465,1339688,LION COPPER & GOLD CORP.,LCGMF,OTC,38197404
2466,1873454,Ruanyun Edai Technology Inc.,RYET,Nasdaq,26834628
2467,56701,KOSS CORP,KOSS,Nasdaq,45201776
2468,1877557,Integrated Wellness Acquisition Corp,WELNF,OTC,50959036
2469,1449792,"PIONEER POWER SOLUTIONS, INC.",PPSI,Nasdaq,40497720
2470,1763950,Lantern Pharma Inc.,LTRN,Nasdaq,36527948
2471,722572,FRANKLIN WIRELESS CORP,FKWL,Nasdaq,60808064
2472,1899005,Beamr Imaging Ltd.,BMR,Nasdaq,32139032
2473,1849380,OneMedNet Corp,ONMD,Nasdaq,73666184
2474,1120370,"BROADWIND, INC.",BWEN,Nasdaq,57603660
2475,1991413,Pulsar Helium Inc.,PSRHF,OTC,80001256
2476,1288855,"OptimumBank Holdings, Inc.",OPHC,NYSE,47289164
2477,1873875,Incannex Healthcare Inc.,IXHL,Nasdaq,128233792
2478,779227,STEELE BANCORP INC,STLE,OTC,49437060
2479,1915380,"dMY Squared Technology Group, Inc.",DMYY,NYSE,46628196
2480,1196298,NEPHROS INC,NEPH,Nasdaq,45322800
2481,720154,"Inotiv, Inc.",NOTV,Nasdaq,35815352
2482,1641489,vTv Therapeutics Inc.,VTVT,Nasdaq,121645376
2483,1849466,"Texas Community Bancshares, Inc.",TCBS,Nasdaq,46541448
2484,863894,VERU INC.,VERU,Nasdaq,40848248
2485,846475,ZYNEX INC,ZYXI,Nasdaq,20302316
2486,716634,READING INTERNATIONAL INC,RDI,Nasdaq,45624196
2487,6176,AMPCO PITTSBURGH CORP,AP,NYSE,43480476
2488,844856,Healthier Choices Management Corp.,HCMC,OTC,24063330
2489,1900679,Technology & Telecommunication Acquisition Corp,TETEF,OTC,48060064
2490,1713863,"Rafael Holdings, Inc.",RFL,NYSE,64195796
2491,1852973,Borealis Foods Inc.,BRLS,Nasdaq,77616128
2492,1846715,Eco Wave Power Global AB (publ),WAVE,Nasdaq,44400456
2493,1517496,BIT Mining Ltd,BTCM,NYSE,49245532
2494,1370416,WESTPORT FUEL SYSTEMS INC.,WPRT,Nasdaq,30726720
2495,1680367,"Shattuck Labs, Inc.",STTK,Nasdaq,116751312
2496,1034760,WIDEPOINT CORP,WYY,NYSE,58661436
2497,1637147,"zSpace, Inc.",ZSPC,Nasdaq,16022309
2498,1724009,PermRock Royalty Trust,PRT,NYSE,46351440
2499,1903382,"Bluerock Homes Trust, Inc.",BHM,NYSE,37239288
2500,1681348,VivoPower International PLC,VVPR,Nasdaq,39648624
2501,1472091,PDS Biotechnology Corp,PDSB,Nasdaq,41706920
2502,1928948,High-Trend International Group,HTCO,Nasdaq,67101760
2503,1787518,Nukkleus Inc.,NUKK,Nasdaq,65316044
2504,1865429,"Oak View Bankshares, Inc.",OAKV,OTC,46018788
2505,718332,"RAVE RESTAURANT GROUP, INC.",RAVE,Nasdaq,42636116
2506,1087294,CUMBERLAND PHARMACEUTICALS INC,CPIX,Nasdaq,31259350
2507,1653909,"Allbirds, Inc.",BIRD,Nasdaq,44514960
2508,885731,NUVEEN NEW YORK SELECT TAX -FREE INCOME PORTFOLIO,NXN,NYSE,48119200
2509,1649989,"Outlook Therapeutics, Inc.",OTLK,Nasdaq,71293344
2510,1804792,ARES STRATEGIC MINING INC.,ARSMF,OTC,66354048
2511,1005101,"Marygold Companies, Inc.",MGLD,NYSE,43133020
2512,2006413,Dryden Gold Corp.,DRYGF,OTC,41686608
2513,1505413,VOC Energy Trust,VOC,NYSE,49980000
2514,1527613,CIMG Inc.,IMG,Nasdaq,31049226
2515,2009312,Aureus Greenway Holdings Inc,AGH,Nasdaq,71072720
2516,1849670,"PB Bankshares, Inc.",PBBK,Nasdaq,52966364
2517,2000775,Black Hawk Acquisition Corp,BKHA,Nasdaq,46520060
2518,881787,CROSS TIMBERS ROYALTY TRUST,CRT,NYSE,52500000
2519,2046117,Magnitude International Ltd,MAGH,Nasdaq,87713832
2520,933972,374Water Inc.,SCWO,Nasdaq,47135788
2521,1337090,SPANISH MOUNTAIN GOLD LTD.,SPAUF,OTC,46178180
2522,1888734,GLOBALINK INVESTMENT INC.,GLLI,OTC,10552803
2523,864240,SYPRIS SOLUTIONS INC,SYPR,Nasdaq,46750840
2524,1708441,"Mynd.ai, Inc.",MYND,NYSE,26022038
2525,1381074,Baijiayun Group Ltd,RTCJF,OTC,23488400
2526,1113152,BEWHERE HOLDINGS INC,BEWFF,OTC,53172440
2527,1740797,AVANT TECHNOLOGIES INC.,AVAI,OTC,52244144
2528,1729637,Karbon-X Corp.,KARX,OTC,41838508
2529,1544227,"Tempest Therapeutics, Inc.",TPST,Nasdaq,39606236
2530,1534154,authID Inc.,AUID,Nasdaq,23459326
2531,1860514,Roth CH Acquisition Co.,USCTF,OTC,122251200
2532,1805651,"MARKETWISE, INC.",MKTW,Nasdaq,39874560
2533,1905660,Hub Cyber Security Ltd.,HUBC,Nasdaq,24304200
2534,1971387,"Liminatus Pharma, Inc.",LIMN,Nasdaq,29227096
2535,1865111,Alpha Star Acquisition Corp,ALSAF,OTC,45187240
2536,1398805,Beam Global,BEEM,Nasdaq,30865002
2537,1949257,Radiopharm Theranostics Ltd,RADX,Nasdaq,36197684
2538,1925511,Rua Gold Inc.,NZAUF,OTC,64508832
2539,1500198,NEUROONE MEDICAL TECHNOLOGIES Corp,NMTC,Nasdaq,34244672
2540,1017303,TRANSACT TECHNOLOGIES INC,TACT,Nasdaq,42085000
2541,1420529,ATA Creativity Global,AACG,Nasdaq,37787872
2542,1158172,"COMSCORE, INC.",SCOR,Nasdaq,33053226
2543,1918661,ESH Acquisition Corp.,ESHA,Nasdaq,44487140
2544,1940177,"PodcastOne, Inc.",PODC,Nasdaq,56258192
2545,1602842,Mogo Inc.,MOGO,Nasdaq,32263132
2546,1041657,"URBAN ONE, INC.",UONE,Nasdaq,29365976
2547,1844417,"Estrella Immunopharma, Inc.",ESLA,Nasdaq,79691016
2548,1178253,SCYNEXIS INC,SCYX,Nasdaq,25065728
2549,1784440,"BioScience Health Innovations, Inc.",BHIC,OTC,43916220
2550,1534133,"CalciMedica, Inc.",CALC,Nasdaq,44926536
2551,1041024,"ROCKWELL MEDICAL, INC.",RMTI,Nasdaq,31675924
2552,1957489,Able View Global Inc.,ABLV,Nasdaq,38272248
2553,1491434,SERNOVA CORP.,SEOVF,OTC,32869062
2554,1114936,UMeWorld Ltd,UMEWF,OTC,45831852
2555,1766526,"Tectonic Financial, Inc.",TECTP,Nasdaq,46350988
2556,1855457,"KORE Group Holdings, Inc.",KORE,NYSE,69972288
2557,862651,"Investview, Inc.",INVU,OTC,53370076
2558,1848275,TOP Financial Group Ltd,TOP,Nasdaq,38550932
2559,90168,SIFCO INDUSTRIES INC,SIF,NYSE,40790560
2560,1574094,"RenovoRx, Inc.",RNXT,Nasdaq,29129814
2561,81955,RAND CAPITAL CORP,RAND,Nasdaq,41577396
2562,1850119,"Century Therapeutics, Inc.",IPSC,Nasdaq,40594236
2563,1649739,BayFirst Financial Corp.,BAFN,Nasdaq,33758684
2564,1757840,Indonesia Energy Corp Ltd,INDO,NYSE,41065680
2565,1133062,JANEL CORP,JANL,OTC,37963328
2566,1009922,NXT Energy Solutions Inc.,NSFDF,OTC,29405818
2567,1507957,Ideal Power Inc.,IPWR,Nasdaq,34857152
2568,1948099,Mingteng International Corp Inc.,MTEN,Nasdaq,14021180
2569,1907730,Yotta Acquisition Corp,YOTA,OTC,44890940
2570,1840748,LAVA Therapeutics NV,LVTX,Nasdaq,44192896
2571,1718500,"Axil Brands, Inc.",AXIL,NYSE,35140128
2572,1500375,"Home Federal Bancorp, Inc. of Louisiana",HFBL,Nasdaq,47095980
2573,1874097,Cyngn Inc.,CYN,Nasdaq,28447804
2574,2008007,MaxsMaking Inc.,MAMK,Nasdaq,216134976
2575,1684144,Zomedica Corp.,ZOMDF,OTC,88783440
2576,2028293,"Rain Enhancement Technologies Holdco, Inc.",RAIN,Nasdaq,40891304
2577,1434524,ClearSign Technologies Corp,CLIR,Nasdaq,46659388
2578,1644540,Surge Copper Corp,SRGXF,OTC,64323456
2579,1213809,DYADIC INTERNATIONAL INC,DYAI,Nasdaq,34921228
2580,1978528,Quetta Acquisition Corp,QETA,Nasdaq,42911712
2581,1826889,"Beachbody Company, Inc.",BODI,Nasdaq,47457952
2582,1869137,MineHub Technologies Inc.,MHUBF,OTC,63545812
2583,1667313,"Zedge, Inc.",ZDGE,NYSE,35760756
2584,843006,ACCESS Newswire Inc.,ACCS,NYSE,37140732
2585,1696558,"Jerash Holdings (US), Inc.",JRSH,Nasdaq,42165072
2586,1889106,ALPHATIME ACQUISITION CORP,ATMC,Nasdaq,43194652
2587,850027,"EAGLE CAPITAL GROWTH FUND, INC.",GRF,NYSE,42257848
2588,1026980,ASIA PACIFIC WIRE & CABLE CORP LTD,APWC,Nasdaq,37913244
2589,1846084,Global Crossing Airlines Group Inc.,JETMF,OTC,49826840
2590,1892316,Longduoduo Co Ltd,LDDD,OTC,28034044
2591,312257,INNOVATIVE FOOD HOLDINGS INC,IVFH,OTC,21914274
2592,1444192,"Grace Therapeutics, Inc.",GRCE,Nasdaq,47039480
2593,876717,"ABRDN GLOBAL INCOME FUND, INC.",FCO,NYSE,40546980
2594,1295514,"MDWerks, Inc.",MDWK,OTC,31515072
2595,1621906,Western Uranium & Vanadium Corp.,WSTRF,OTC,33467312
2596,1449349,VIVOS INC,RDGL,OTC,36304320
2597,1711141,Leef Brands Inc.,LEEEF,OTC,34143908
2598,1786318,INTERNATIONAL BATTERY METALS LTD.,IBATF,OTC,47611144
2599,1826892,"BioAtla, Inc.",BCAB,Nasdaq,44634280
2600,1847986,Dragonfly Energy Holdings Corp.,DFLI,Nasdaq,94660704
2601,1982448,BeLive Holdings,BLIV,Nasdaq,39113288
2602,880406,"Herzfeld Credit Income Fund, Inc",HERZ,Nasdaq,39189432
2603,1066923,Future FinTech Group Inc.,FTFT,Nasdaq,26803906
2604,69422,INTERGROUP CORP,INTG,Nasdaq,75511896
2605,1725603,ALLEGIANT GOLD LTD,AUXXF,OTC,47984480
2606,101594,US ENERGY CORP,USEG,Nasdaq,36933608
2607,1733294,Generation Bio Co.,GBIO,Nasdaq,37934372
2608,1956741,"CleanCore Solutions, Inc.",ZONE,NYSE,77211336
2609,1529113,"XTI Aerospace, Inc.",XTIA,Nasdaq,44065992
2610,1096296,MINERALRITE Corp,RITE,OTC,38715608
2611,1972529,Armlogi Holding Corp.,BTOC,Nasdaq,20154006
2612,1578348,"Investcorp Credit Management BDC, Inc.",ICMB,Nasdaq,39513032
2613,1261002,GENOIL INC,GNOLF,OTC,19763840
2614,1378950,"CarParts.com, Inc.",PRTS,Nasdaq,34276192
2615,1291855,SuperCom Ltd,SPCB,Nasdaq,45580348
2616,1477845,"Annovis Bio, Inc.",ANVS,NYSE,59303804
2617,1944885,Apollomics Inc.,APLM,Nasdaq,50840212
2618,1708527,ELUTIA INC.,ELUT,Nasdaq,31707476
2619,1631487,CollPlant Biotechnologies Ltd,CLGN,Nasdaq,25177708
2620,811522,QUARTZ MOUNTAIN RESOURCES LTD,QZMRF,OTC,25416484
2621,1837493,Inspira Technologies OXY B.H.N. Ltd,IINN,Nasdaq,28965860
2622,1785494,Woodbridge Liquidation Trust,WBQNL,OTC,37185928
